******************************************************************
*    One-Year Scenario of Activities - Elderly in the SMAF Profile: P1  *
*    Coded version - 28/03/2015		                                   * 
*    Format : 										   *
*    <starting time> <end time> <action/activity code>		   *
*												   *
*    eHealth Monitoring Open Data Project					   *
*    https://sourceforge.net/projects/ehealthmonitoringproject/     *
25348377 25348625 4
25348709 25349287 15
25349403 25351038 1
25351184 25353820 19
25353901 25354372 13
25354481 25354939 6
25355020 25360565 33
25360629 25364006 16
25364120 25364334 4
25364398 25366627 1
25366758 25366964 18
25367028 25374703 24
25374804 25375251 7
25375369 25375640 4
25375723 25376140 13
25376224 25377263 17
25377340 25383081 19
25383182 25383537 2
25383643 25383963 6
25384108 25394525 33
25394590 25394965 2
25395063 25422652 24
25422790 25423260 7
25423349 25430788 24
25430997 25432140 3
25432269 25432817 2
25432909 25433224 4
25433286 25433621 13
25433703 25433913 4
25434002 25434331 7
25434445 25434736 4
25434853 25435205 15
25435310 25436674 1
25436805 25437125 4
25437218 25437807 7
25437921 25438280 4
25438360 25439234 17
25439323 25439894 7
25439963 25440292 4
25440407 25440983 13
25441057 25443379 35
25443468 25446289 16
25446383 25448141 19
25448248 25448430 18
25448507 25448830 7
25448929 25449240 4
25449312 25451211 1
25451211 25451487 4
25451599 25451958 34
25452020 25452373 7
25452453 25461423 24
25461556 25462105 7
25462210 25462456 4
25462562 25463114 13
25463195 25468392 19
25468477 25468794 6
25468962 25477716 33
25477876 25479028 17
25479103 25479627 13
25479717 25480774 17
25480839 25481501 12
25481578 25481881 2
25482001 25509566 24
25509690 25510220 7
25510285 25517556 24
25517793 25518589 3
25518733 25519164 13
25519238 25519602 2
25519712 25520243 7
25520325 25520601 4
25520687 25521181 15
25521296 25523090 1
25523172 25523686 7
25523792 25524032 4
25524097 25524737 17
25524817 25525208 7
25525288 25525614 4
25525678 25528030 35
25528116 25530685 16
25530777 25530973 4
25531078 25531269 18
25531340 25531563 4
25531660 25534007 19
25534099 25534310 34
25534423 25536997 1
25537141 25537344 34
25537448 25537903 13
25537992 25539532 19
25539601 25546886 24
25546974 25547463 13
25547530 25547963 7
25548042 25548351 4
25548469 25549746 17
25549814 25554429 19
25554506 25554821 2
25554910 25556077 17
25556140 25556484 7
25556597 25556904 4
25556991 25559224 16
25559303 25559559 34
25559666 25563266 1
25563414 25569412 19
25569494 25570047 2
25570128 25591258 24
25591401 25591857 7
25591936 25605814 24
25606030 25606655 3
25606777 25607207 2
25607293 25607503 4
25607612 25608148 7
25608245 25608599 4
25608671 25609245 13
25609318 25609615 4
25609719 25610188 15
25610254 25611626 1
25611755 25612058 14
25612163 25615523 35
25615608 25617446 16
25617534 25617764 4
25617854 25621390 1
25621525 25621732 18
25621845 25623372 19
25623453 25623763 4
25623845 25625510 19
25625588 25634018 24
25634133 25634376 4
25634460 25634903 13
25634978 25635440 7
25635501 25635836 4
25635905 25640888 19
25640953 25641816 12
25641924 25645938 19
25646036 25648236 16
25648236 25651836 1
25651998 25652568 7
25652677 25653023 4
25653091 25654108 17
25654181 25654656 2
25654766 25674321 24
25674441 25674824 7
25674941 25675193 4
25675296 25690300 24
25690531 25690796 4
25690891 25691205 7
25691285 25692439 3
25692547 25692863 5
25692974 25693479 15
25693594 25695023 1
25695100 25695466 7
25695550 25695741 4
25695816 25698387 19
25698506 25699278 17
25699367 25702003 19
25702080 25704864 16
25704928 25705139 4
25705220 25708398 1
25708568 25708699 18
25708806 25709070 4
25709164 25709449 34
25709523 25711198 19
25711293 25711524 4
25711591 25720464 24
25720610 25721100 7
25721190 25721437 4
25721509 25721964 13
25722040 25722711 17
25722776 25727179 19
25727281 25730067 16
25730067 25733667 1
25733822 25734035 4
25734105 25734595 7
25734691 25734991 4
25735088 25735669 7
25735778 25736123 4
25736205 25736749 2
25736857 25737141 4
25737210 25742015 19
25742079 25742485 2
25742601 25760274 24
25760410 25760966 7
25761083 25761269 4
25761339 25778308 24
25778497 25778709 4
25778810 25779180 13
25779242 25779672 2
25779813 25780100 4
25780174 25780989 3
25781058 25781387 5
25781478 25781779 7
25781880 25782113 4
25782214 25782771 15
25782880 25784352 1
25784501 25784793 4
25784872 25786796 10
25786879 25789678 11
25789742 25792409 16
25792545 25792764 34
25792865 25794828 1
25794968 25795209 34
25795278 25796043 17
25796133 25796330 18
25796427 25797031 17
25797094 25797562 13
25797670 25798112 7
25798191 25805679 24
25805746 25806338 7
25806416 25806743 4
25806813 25807538 17
25807607 25807809 4
25807891 25809328 17
25809412 25812016 19
25812127 25812641 2
25812729 25813217 6
25813355 25821982 33
25822097 25822382 4
25822458 25824418 16
25824418 25824693 4
25824798 25826856 19
25826922 25827429 2
25827549 25845130 24
25845273 25845683 7
25845798 25863258 24
25863490 25864177 3
25864319 25864895 13
25864975 25865409 2
25865505 25866031 7
25866137 25866354 4
25866455 25866978 15
25867083 25868835 1
25868956 25869359 14
25869436 25871343 35
25871408 25873973 19
25874055 25877434 16
25877518 25877709 4
25877818 25878411 7
25878526 25878881 4
25878962 25881970 1
25882130 25882345 18
25882416 25882942 7
25883022 25883366 4
25883436 25885613 19
25885698 25894583 24
25894736 25895323 7
25895408 25897480 19
25897558 25898561 17
25898670 25905302 19
25905413 25908479 16
25908479 25912079 1
25912256 25912464 34
25912533 25913189 12
25913259 25913827 2
25913944 25931805 24
25931936 25932341 7
25932440 25932731 4
25932836 25949898 24
25950093 25950342 4
25950437 25950971 7
25951070 25951336 4
25951432 25952303 3
25952422 25952569 5
25952645 25953063 2
25953218 25953508 4
25953604 25954097 13
25954166 25954388 4
25954504 25955012 15
25955087 25956290 1
25956439 25956823 7
25956919 25957149 4
25957235 25957897 17
25957960 25963603 33
25963664 25966382 16
25966454 25966660 4
25966768 25969176 1
25969176 25969438 4
25969554 25970153 7
25970226 25970576 4
25970696 25970876 18
25970937 25978271 24
25978426 25978956 7
25979024 25979304 4
25979381 25979968 13
25980046 25980956 17
25981040 25981408 7
25981492 25987862 19
25987933 25988620 17
25988702 25989476 12
25989537 25996417 19
25996482 25996992 7
25997075 25997356 4
25997424 26000086 35
26000155 26000639 13
26000716 26005715 19
26005817 26006233 2
26006301 26006673 6
26006840 26017573 33
26017648 26018122 2
26018202 26044905 24
26045118 26045756 3
26045840 26046048 5
26046152 26046485 2
26046547 26046894 4
26046983 26047573 7
26047692 26047975 4
26048047 26048615 13
26048711 26049037 4
26049102 26049419 15
26049488 26051262 1
26051328 26054111 16
26054173 26055523 19
26055606 26055859 4
26055945 26057948 1
26057948 26058183 4
26058283 26058634 13
26058711 26060903 19
26061005 26061470 7
26061585 26061807 4
26061896 26062175 34
26062246 26062502 4
26062611 26062753 18
26062814 26071278 24
26071344 26075274 19
26075341 26075759 2
26075866 26076249 6
26076395 26084082 33
26084227 26084577 7
26084670 26084917 4
26085033 26087188 16
26087250 26087765 2
26087870 26103805 24
26103985 26104428 7
26104490 26123092 24
26123318 26123557 4
26123643 26124138 2
26124229 26124474 4
26124577 26125141 13
26125187 26125782 7
26125845 26126084 4
26126150 26126765 3
26126877 26127070 5
26127136 26127636 15
26127753 26129433 1
26129570 26129890 4
26129991 26130400 13
26130480 26132693 19
26132770 26135720 16
26135800 26138056 19
26138132 26138381 4
26138474 26139857 19
26139961 26140656 17
26140754 26141085 34
26141203 26144116 1
26144244 26144457 18
26144537 26152078 24
26152208 26152794 13
26152907 26153418 7
26153502 26153837 4
26153949 26155264 17
26155329 26161138 19
26161250 26161826 2
26161930 26162460 6
26162507 26162737 4
26162838 26164919 16
26164919 26168519 1
26168642 26168859 34
26168947 26169745 12
26169856 26172505 35
26172570 26173057 2
26173152 26188576 24
26188718 26189235 7
26189332 26208382 24
26208605 26209712 3
26209857 26210180 13
26210237 26210702 7
26210800 26211079 4
26211194 26211583 15
26211651 26213233 1
26213401 26213748 13
26213837 26214441 17
26214542 26217480 35
26217594 26218117 14
26218190 26219331 17
26219396 26222406 16
26222550 26222868 34
26222936 26223089 18
26223205 26223447 34
26223514 26226631 1
26226631 26226862 4
26226933 26227295 13
26227381 26227915 7
26228013 26228276 4
26228336 26229398 17
26229494 26230819 19
26230883 26238948 24
26239036 26239344 7
26239449 26239763 4
26239835 26240990 17
26241052 26245181 19
26245284 26245698 2
26245816 26246160 6
26246294 26255446 33
26255564 26255810 4
26255913 26258454 16
26258537 26258952 2
26259045 26279634 24
26279813 26280389 7
26280500 26294401 24
26294645 26294937 4
26295008 26295417 2
26295534 26295943 7
26296010 26296300 4
26296406 26297571 3
26297639 26297858 5
26297975 26298493 13
26298574 26298884 4
26298977 26299288 15
26299384 26301110 1
26301240 26301590 4
26301674 26302585 17
26302671 26304854 35
26304928 26307262 19
26307335 26310449 16
26310539 26310813 4
26310881 26311278 13
26311372 26311957 7
26312074 26312347 4
26312433 26314922 1
26315076 26315228 18
26315336 26316295 17
26316369 26324701 24
26324811 26325112 7
26325231 26325554 4
26325666 26326143 7
26326244 26326572 4
26326646 26327397 17
26327483 26333326 19
26333438 26333843 6
26333975 26344104 33
26344279 26345157 17
26345240 26345575 2
26345693 26366331 24
26366459 26366783 7
26366872 26380595 24
26380753 26381180 7
26381377 26382575 3
26382693 26382939 5
26383008 26383376 2
26383551 26383871 4
26383978 26384377 7
26384488 26384813 4
26384923 26385469 13
26385549 26385833 4
26385946 26386516 15
26386592 26388087 1
26388265 26388541 4
26388614 26391102 11
26391193 26393010 10
26393089 26395248 16
26395319 26397149 19
26397226 26397399 18
26397492 26397846 4
26397923 26398373 13
26398478 26400119 19
26400215 26400501 4
26400593 26402746 1
26402834 26410370 24
26410473 26410945 7
26411021 26411380 4
26411479 26411958 7
26412050 26412324 4
26412414 26412743 13
26412822 26414266 17
26414344 26420409 19
26420509 26420831 6
26420996 26431407 33
26431480 26431888 2
26431950 26448342 24
26448484 26448835 7
26448931 26466876 24
26467042 26467601 7
26467815 26468988 3
26469093 26469356 5
26469453 26470023 7
26470130 26470403 4
26470469 26470951 2
26471063 26471398 4
26471494 26471804 13
26471887 26472181 4
26472244 26472797 15
26472882 26474227 1
26474363 26474579 4
26474686 26475197 13
26475312 26478374 35
26478463 26480859 16
26480956 26481161 4
26481241 26483502 19
26483619 26483863 4
26483960 26487204 1
26487335 26487521 18
26487618 26489804 19
26489872 26497291 24
26497396 26497948 7
26498053 26498409 4
26498493 26499892 17
26499968 26506552 19
26506639 26509342 16
26509342 26512942 1
26513107 26513365 4
26513407 26513860 6
26514009 26523155 33
26523240 26523563 2
26523681 26541192 24
26541361 26541664 7
26541736 26558557 24
26558806 26559138 4
26559223 26559528 7
26559670 26560478 3
26560649 26561201 2
26561340 26561909 13
26561994 26562190 4
26562304 26562762 15
26562848 26564074 1
26564226 26564579 7
26564683 26564893 4
26564973 26565307 6
26565396 26566258 17
26566376 26573164 33
26573252 26576258 16
26576342 26576554 4
26576624 26579545 1
26579717 26579933 18
26580006 26587510 24
26587571 26593216 19
26593306 26594065 17
26594131 26597731 1
26597874 26598996 17
26599098 26600959 35
26601077 26602019 17
26602085 26602831 12
26602924 26603496 7
26603569 26603929 4
26604045 26606622 16
26606689 26607274 2
26607368 26626359 24
26626496 26626999 7
26627075 26627348 4
26627432 26642934 24
26643139 26643876 3
26644022 26644408 13
26644478 26644826 4
26644908 26645318 7
26645438 26645797 4
26645884 26646308 2
26646428 26646685 4
26646753 26647113 15
26647214 26648570 1
26648749 26649009 4
26649095 26649477 13
26649584 26650687 17
26650766 26653584 35
26653652 26657189 16
26657251 26657999 17
26658088 26658270 18
26658385 26659736 19
26659848 26660401 13
26660509 26662032 19
26662111 26662373 4
26662456 26665342 1
26665432 26672735 24
26672821 26676659 19
26676726 26677038 2
26677159 26687697 33
26687803 26688038 4
26688113 26688893 17
26688980 26689345 2
26689437 26689771 6
26689840 26690911 17
26690996 26691442 2
26691521 26712950 24
26713127 26713691 7
26713779 26714134 4
26714240 26727626 24
26727826 26728113 4
26728215 26728729 13
26728764 26729294 7
26729391 26730340 3
26730428 26730689 5
26730750 26731188 2
26731287 26731585 4
26731647 26732172 15
26732258 26733780 1
26733876 26734386 7
26734499 26734682 4
26734744 26738171 35
26738251 26741089 16
26741155 26741590 7
26741671 26741892 18
26742004 26743085 17
26743189 26743599 13
26743684 26745787 19
26745880 26746194 34
26746282 26748789 1
26748869 26757606 24
26757774 26758098 7
26758192 26758412 4
26758504 26759050 13
26759137 26764181 19
26764260 26767126 16
26767126 26770726 1
26770871 26771222 34
26771313 26771632 4
26771699 26772288 13
26772354 26772641 4
26772721 26773041 7
26773118 26773339 4
26773438 26775858 35
26775965 26776815 17
26776889 26777435 2
26777548 26797160 24
26797300 26797885 7
26797956 26798238 4
26798323 26813420 24
26813643 26814597 3
26814776 26815140 13
26815198 26815670 7
26815758 26816037 4
26816130 26816436 2
26816524 26816855 4
26816923 26817353 15
26817445 26819220 1
26819386 26819637 4
26819731 26820193 14
26820295 26820543 4
26820638 26823211 19
26823315 26824120 17
26824196 26827676 16
26827736 26828070 4
26828137 26830919 1
26831070 26831215 18
26831304 26831827 7
26831917 26832230 4
26832330 26832682 34
26832759 26833118 4
26833204 26833883 17
26833956 26836075 19
26836160 26844976 24
26845047 26845281 4
26845364 26847294 19
26847373 26847679 6
26847857 26858401 33
26858560 26859705 17
26859780 26862022 35
26862120 26862712 2
26862814 26863389 7
26863460 26863795 2
26863883 26883646 24
26883809 26884394 7
26884456 26884811 4
26884914 26900200 24
26900439 26901334 3
26901398 26901741 5
26901833 26902400 13
26902510 26903091 2
26903173 26903395 4
26903510 26903836 7
26903901 26904099 4
26904215 26904638 15
26904709 26906107 1
26906246 26906519 4
26906586 26909287 35
26909355 26909939 14
26910021 26910299 4
26910381 26912458 16
26912549 26913699 17
26913812 26914124 13
26914196 26914523 4
26914620 26915642 17
26915729 26916283 7
26916364 26916578 4
26916658 26918906 19
26918982 26919112 18
26919230 26919571 4
26919649 26920122 7
26920194 26920374 4
26920489 26922434 1
26922508 26930630 24
26930740 26931317 13
26931432 26931627 4
26931695 26936390 19
26936457 26937014 2
26937085 26937550 6
26937730 26946895 33
26946996 26947336 4
26947396 26951983 19
26952072 26952474 2
26952546 26980357 24
26980529 26980937 7
26981048 26981316 4
26981402 26988076 24
26988264 26989353 3
26989492 26990056 2
26990227 26990549 4
26990645 26991026 13
26991123 26991539 7
26991652 26991931 4
26992015 26992572 15
26992637 26993877 1
26994001 26994308 4
26994404 26997332 11
26997440 26998927 10
26999002 27001210 16
27001314 27001587 4
27001672 27004036 1
27004176 27004374 18
27004435 27004634 34
27004712 27005241 13
27005338 27005979 17
27006050 27006231 4
27006332 27008730 19
27008792 27017090 24
27017175 27017389 4
27017496 27017909 13
27018008 27019505 17
27019590 27025677 19
27025750 27026190 13
27026306 27026611 4
27026714 27030314 1
27030442 27030648 34
27030710 27031522 12
27031640 27031840 4
27031924 27032271 13
27032380 27033359 17
27033457 27035518 16
27035601 27035827 34
27035901 27036186 4
27036269 27036668 2
27036733 27056434 24
27056590 27057140 7
27057230 27072342 24
27072551 27073264 3
27073363 27073673 5
27073774 27074117 7
27074211 27074420 4
27074488 27075060 2
27075169 27075703 13
27075783 27076005 4
27076071 27076481 15
27076553 27077966 1
27078112 27078405 4
27078517 27081746 19
27081844 27082153 7
27082243 27082468 4
27082587 27083033 13
27083097 27085640 16
27085818 27086158 34
27086231 27089707 1
27089848 27090067 34
27090165 27090918 17
27090986 27091118 18
27091200 27091554 13
27091619 27091848 4
27091932 27093774 19
27093862 27102326 24
27102408 27102725 4
27102830 27103713 17
27103811 27104116 4
27104208 27104765 13
27104832 27109333 19
27109431 27112400 16
27112400 27116000 1
27116127 27116337 4
27116418 27123434 19
27123501 27123890 2
27123986 27144683 24
27144849 27145201 7
27145295 27159135 24
27159383 27159703 4
27159764 27160286 7
27160369 27160563 4
27160655 27161015 2
27161164 27161587 13
27161690 27161911 4
27161973 27163064 3
27163131 27163298 5
27163373 27163815 15
27163917 27165553 1
27165709 27168407 19
27168477 27174404 33
27174479 27177962 16
27178040 27178367 4
27178444 27180389 1
27180389 27180593 4
27180658 27180996 13
27181072 27181725 17
27181827 27182356 7
27182441 27182776 4
27182880 27183182 34
27183254 27184009 17
27184125 27185988 19
27186098 27186292 34
27186384 27186634 4
27186708 27187138 7
27187205 27187500 4
27187573 27189845 19
27189923 27190108 4
27190217 27192380 19
27192474 27192628 18
27192688 27199973 24
27200044 27203362 19
27203455 27205804 16
27205804 27209404 1
27209467 27210053 2
27210116 27230823 24
27231001 27231597 7
27231688 27231981 4
27232082 27246376 24
27246587 27247250 3
27247337 27247502 5
27247620 27248078 7
27248184 27248375 4
27248472 27248953 2
27249069 27249601 13
27249673 27250020 4
27250124 27250611 15
27250705 27252242 1
27252407 27252643 4
27252745 27253481 17
27253553 27253919 7
27254001 27254248 4
27254341 27255190 17
27255260 27255682 7
27255771 27258062 16
27258136 27258397 4
27258466 27258618 18
27258693 27259845 17
27259936 27261741 1
27261741 27261993 4
27262107 27262620 13
27262718 27263240 7
27263349 27263548 4
27263648 27264017 7
27264133 27264401 4
27264489 27266228 19
27266315 27267392 17
27267481 27275257 24
27275352 27275706 7
27275801 27276082 4
27276166 27276617 13
27276680 27277080 7
27277200 27277385 4
27277473 27283683 19
27283800 27287042 16
27287042 27290642 1
27290777 27291078 34
27291191 27291436 4
27291526 27292421 17
27292536 27293050 2
27293122 27293450 13
27293555 27294265 17
27294343 27294839 7
27294912 27295229 4
27295307 27295729 2
27295809 27322926 24
27323096 27323670 7
27323776 27324067 4
27324147 27331679 24
27331906 27332212 4
27332291 27332844 2
27332933 27333234 7
27333310 27334256 3
27334414 27334848 13
27334912 27335196 4
27335258 27335777 15
27335843 27337245 1
27337349 27337910 7
27338008 27338360 4
27338463 27339051 13
27339166 27339522 4
27339619 27342997 35
27343085 27345722 16
27345793 27347106 19
27347172 27347478 4
27347581 27349856 19
27349969 27350255 34
27350354 27351277 17
27351365 27354607 1
27354748 27354915 18
27354986 27362495 24
27362624 27363030 7
27363101 27363376 4
27363458 27363859 13
27363925 27366129 19
27366239 27366651 13
27366714 27367039 7
27367129 27367335 4
27367423 27367886 13
27367947 27368160 4
27368242 27370660 19
27370744 27370934 34
27371042 27371666 12
27371760 27371990 4
27372090 27374057 35
27374132 27374503 2
27374653 27383906 33
27383985 27384522 2
27384599 27413180 24
27413301 27413664 7
27413742 27413943 4
27414024 27420153 24
27420364 27420606 4
27420669 27420995 13
27421109 27421528 2
27421634 27421901 4
27421963 27422458 7
27422540 27423156 3
27423259 27423572 5
27423634 27424229 15
27424348 27425930 1
27426072 27427054 17
27427135 27427574 7
27427680 27427931 4
27428007 27428597 7
27428661 27431790 16
27431957 27432169 34
27432274 27432480 4
27432574 27435511 1
27435645 27435800 18
27435897 27436315 13
27436407 27438539 19
27438638 27439214 7
27439279 27447110 24
27447187 27447603 7
27447690 27447875 4
27447963 27448530 13
27448631 27450082 17
27450145 27455454 19
27455566 27458841 35
27458926 27459124 34
27459237 27459913 12
27460023 27462652 35
27462771 27468490 19
27468571 27471994 16
27471994 27475594 1
27475659 27476100 2
27476203 27491991 24
27492170 27492651 7
27492735 27493081 4
27493147 27511914 24
27512118 27512975 3
27513143 27513688 7
27513761 27513957 4
27514031 27514361 2
27514438 27514786 13
27514873 27515140 4
27515249 27515753 15
27515872 27517313 1
27517377 27520826 16
27520946 27521211 4
27521280 27523806 1
27523983 27524205 18
27524315 27524803 7
27524894 27525214 4
27525283 27525675 13
27525764 27533698 24
27533876 27534235 7
27534347 27534633 4
27534728 27535438 17
27535523 27535970 13
27536074 27536412 4
27536482 27539808 19
27539885 27540396 13
27540505 27543843 35
27543945 27551261 33
27551401 27551830 7
27551891 27552174 4
27552252 27558450 19
27558513 27559089 2
27559169 27582516 24
27582663 27583234 7
27583306 27583530 4
27583619 27594817 24
27595025 27595351 4
27595452 27595979 13
27596050 27596347 4
27596428 27596838 7
27596935 27597287 4
27597404 27597987 2
27598163 27598453 4
27598523 27599157 3
27599226 27599392 5
27599489 27599981 15
27600053 27601758 1
27601906 27602210 4
27602298 27603974 10
27604048 27606533 11
27606595 27608499 16
27608597 27608799 4
27608887 27612036 1
27612181 27612419 18
27612492 27621215 24
27621302 27621666 13
27621744 27621958 4
27622039 27623788 17
27623872 27628496 19
27628588 27631677 16
27631677 27635277 1
27635429 27635662 34
27635747 27636041 4
27636146 27636708 13
27636776 27637233 7
27637305 27637593 4
27637684 27639915 19
27640009 27640898 12
27640965 27641278 2
27641393 27667173 24
27667332 27667690 7
27667787 27676474 24
27676652 27677233 7
27677427 27678208 3
27678292 27678568 5
27678646 27679143 7
27679207 27679507 4
27679597 27680141 2
27680243 27680545 13
27680653 27680910 4
27681029 27681570 15
27681660 27683361 1
27683535 27685801 19
27685893 27686829 17
27686934 27687533 7
27687634 27687977 4
27688037 27690706 16
27690881 27691151 34
27691217 27692842 19
27692946 27693600 17
27693719 27694112 13
27694217 27694407 4
27694495 27694780 34
27694896 27697648 1
27697819 27698028 18
27698122 27698763 17
27698841 27706121 24
27706198 27706516 7
27706590 27706801 4
27706876 27707399 7
27707508 27707830 4
27707903 27708501 13
27708595 27708918 4
27709000 27710073 17
27710139 27712310 19
27712403 27713038 12
27713100 27713624 13
27713686 27714350 17
27714418 27716564 16
27716564 27720164 1
27720286 27723835 19
27723948 27724484 2
27724559 27725152 7
27725262 27725505 4
27725613 27726469 17
27726562 27728475 35
27728539 27729078 2
27729174 27752826 24
27752978 27753375 7
27753474 27764562 24
27764797 27765143 4
27765233 27765541 2
27765696 27766149 7
27766216 27766551 4
27766664 27767481 3
27767595 27767934 5
27768053 27768417 13
27768519 27768732 4
27768795 27769163 15
27769254 27770681 1
27770829 27771378 7
27771473 27771731 4
27771839 27772395 2
27772492 27778145 33
27778208 27781000 16
27781135 27781428 34
27781547 27781751 4
27781845 27782425 13
27782545 27783944 19
27784041 27784348 34
27784410 27784699 4
27784814 27788391 1
27788526 27788758 18
27788834 27796480 24
27796557 27803696 19
27803768 27805940 16
27805940 27809540 1
27809684 27809892 34
27809997 27810208 4
27810311 27812556 35
27812669 27817377 19
27817448 27817858 2
27817967 27832565 24
27832711 27833045 7
27833150 27853209 24
27853465 27854649 3
27854746 27854873 5
27854936 27855357 7
27855434 27855758 4
27855856 27856348 2
27856449 27856796 13
27856905 27857150 4
27857269 27857665 15
27857774 27859057 1
27859144 27859701 7
27859775 27860112 4
27860213 27862626 35
27862699 27864810 16
27864874 27866529 19
27866599 27866787 18
27866847 27867190 34
27867291 27867741 13
27867848 27869512 19
27869604 27870756 17
27870874 27871150 4
27871256 27873390 1
27873467 27881491 24
27881565 27881973 7
27882063 27882247 4
27882312 27888474 19
27888576 27889025 13
27889095 27895308 19
27895398 27898061 16
27898061 27901661 1
27901745 27902096 2
27902200 27918105 24
27918269 27918811 7
27918916 27919106 4
27919214 27938157 24
27938397 27938696 4
27938784 27939243 2
27939343 27939579 4
27939671 27940034 13
27940094 27940979 3
27941093 27941360 5
27941425 27941927 7
27942038 27942325 4
27942393 27942818 15
27942930 27944420 1
27944570 27946865 19
27946930 27949229 16
27949371 27949634 34
27949719 27953106 1
27953278 27953461 34
27953565 27954610 17
27954709 27954833 18
27954945 27955367 7
27955465 27955692 4
27955774 27956201 7
27956308 27956494 4
27956607 27956932 13
27957010 27959316 19
27959394 27968315 24
27968390 27968720 4
27968798 27974394 19
27974485 27974690 34
27974764 27975055 4
27975162 27978204 19
27978305 27978763 6
27978898 27987316 33
27987386 27987789 2
27987858 28010853 24
28011028 28011445 7
28011558 28022846 24
28023053 28023285 4
28023405 28023720 2
28023816 28024325 7
28024394 28025266 3
28025332 28025511 5
28025623 28025933 13
28025997 28026235 4
28026335 28026666 15
28026750 28028128 1
28028292 28028588 4
28028650 28031186 19
28031257 28031857 13
28031959 28035003 19
28035079 28038168 16
28038329 28038604 34
28038721 28041726 1
28041726 28042035 4
28042126 28042266 18
28042376 28042959 13
28043043 28044458 19
28044546 28053360 24
28053441 28053655 4
28053729 28054265 13
28054371 28054759 7
28054868 28055194 4
28055268 28061391 19
28061499 28063475 16
28063475 28067075 1
28067241 28067590 34
28067685 28068420 12
28068507 28073614 19
28073676 28074268 2
28074351 28090342 24
28090486 28091047 7
28091129 28110034 24
28110255 28110979 3
28111096 28111236 5
28111336 28111795 13
28111913 28112118 4
28112224 28112746 7
28112856 28113212 4
28113308 28113626 2
28113687 28113961 4
28114025 28114365 15
28114456 28116110 1
28116269 28116619 4
28116728 28117303 14
28117366 28117709 4
28117811 28119864 35
28119939 28122750 16
28122842 28123050 4
28123156 28126605 1
28126768 28126888 18
28126950 28127434 7
28127524 28127740 4
28127858 28128038 34
28128119 28128490 13
28128609 28129116 7
28129233 28129591 4
28129658 28130428 17
28130502 28138702 24
28138814 28139344 7
28139450 28139779 4
28139894 28140334 13
28140436 28141015 7
28141133 28141454 4
28141527 28145190 19
28145268 28147674 16
28147674 28151274 1
28151406 28151610 4
28151684 28155232 35
28155346 28156162 17
28156280 28159391 19
28159473 28159885 2
28159957 28181365 24
28181530 28182082 7
28182147 28195771 24
28195975 28196208 4
28196325 28196634 2
28196765 28196978 4
28197044 28197476 7
28197560 28197867 4
28197937 28198265 13
28198359 28199197 3
28199315 28199651 5
28199722 28200031 15
28200101 28201509 1
28201687 28201992 4
28202072 28204832 11
28204934 28206315 10
28206392 28208327 16
28208404 28208779 7
28208852 28209163 4
28209279 28209656 13
28209730 28209958 18
28210036 28210364 4
28210443 28213560 1
28213682 28213876 34
28213963 28214261 4
28214362 28215189 17
28215285 28215563 4
28215655 28216979 19
28217064 28224740 24
28224871 28225401 13
28225465 28225783 7
28225879 28226062 4
28226166 28227752 17
28227817 28232072 19
28232154 28232383 34
28232444 28232965 13
28233041 28237316 19
28237381 28239265 16
28239265 28242865 1
28242991 28243346 4
28243460 28247014 35
28247080 28247542 2
28247604 28275598 24
28275764 28276333 7
28276413 28276635 4
28276716 28283391 24
28283591 28284435 3
28284548 28284878 5
28284985 28285487 13
28285564 28285850 4
28285931 28286293 7
28286395 28286649 4
28286744 28287238 2
28287315 28287626 4
28287701 28288219 15
28288335 28290061 1
28290239 28290704 13
28290799 28293491 19
28293557 28296279 16
28296389 28296582 4
28296672 28297130 13
28297236 28299462 19
28299560 28299740 4
28299816 28302536 1
28302707 28302858 18
28302960 28303273 4
28303356 28311619 24
28311777 28312175 7
28312242 28312529 4
28312594 28312935 13
28312995 28313552 7
28313654 28313887 4
28313973 28315312 17
28315382 28320114 19
28320223 28320706 7
28320808 28321137 4
28321230 28328144 19
28328241 28331725 16
28331814 28332075 34
28332180 28332746 7
28332863 28333161 4
28333247 28333759 2
28333820 28340960 19
28341056 28341750 12
28341834 28344352 35
28344443 28344972 2
28345082 28345535 6
28345662 28355028 33
28355114 28355573 2
28355670 28376953 24
28377140 28378052 3
28378124 28378460 5
28378578 28378919 7
28379008 28379337 4
28379403 28379918 13
28380023 28380251 4
28380360 28380763 2
28380895 28381190 4
28381291 28381715 15
28381789 28383415 1
28383557 28384147 7
28384233 28384434 4
28384543 28390625 33
28390690 28392625 16
28392712 28392899 4
28392965 28394896 19
28395001 28395182 34
28395301 28397989 1
28398150 28398330 34
28398443 28398711 4
28398808 28398990 18
28399060 28406775 24
28406837 28411631 19
28411717 28414051 35
28414123 28421108 19
28421199 28421569 13
28421638 28421989 34
28422085 28422868 12
28422964 28423214 4
28423328 28423892 7
28423979 28424192 4
28424306 28427926 19
28428022 28428563 2
28428704 28438975 33
28439065 28439496 2
28439581 28467380 24
28467577 28467836 4
28467933 28468322 7
28468437 28469264 3
28469371 28469904 15
28470023 28471513 1
28471597 28473782 16
28473873 28474081 4
28474198 28476622 1
28476784 28477092 34
28477172 28477502 13
28477600 28479035 19
28479097 28479301 18
28479377 28487239 24
28487328 28493699 19
28493802 28494288 2
28494370 28494927 6
28495047 28504365 33
