*****************************************************************************************************
*    One-Year Scenario of Activities - Elderly with dependency level changes:   					*
*    P1 for months 1-2-3 ; P3 for months 4-5-6 ; P6 for months 7-8-9 and P8/P9 for months 10-11-12	*
*    Coded version - 28/03/2015   	                                   		         					* 
*    Format : 										                 					*
*    <starting time> <end time> <action/activity code>		                 					*
*												                 					*
*    eHealth Monitoring Open Data Project					                 					*
*    https://sourceforge.net/projects/ehealthmonitoringproject/                   					*
20514836 20515354 2
20515420 20515935 6
20516001 20521711 33
20521779 20526594 19
20526661 20526935 4
20527031 20530594 19
20530686 20531064 13
20531166 20535245 19
20535330 20535592 4
20535699 20535932 34
20536002 20538882 1
20538967 20549400 24
20549486 20559024 19
20559122 20559445 34
20559561 20559743 4
20559835 20570161 19
20570161 20573761 1
20573844 20574378 2
20574446 20593030 24
20593243 20593496 4
20593560 20593879 7
20593995 20594194 4
20594269 20594744 2
20594807 20595010 4
20595103 20595999 3
20596171 20596677 13
20596747 20597018 4
20597093 20597652 15
20597768 20599197 1
20599311 20599658 7
20599750 20600022 4
20600115 20603453 19
20603515 20608907 19
20609004 20609364 4
20609453 20609772 13
20609855 20614603 19
20614691 20614990 4
20615078 20618571 1
20618657 20629350 24
20629427 20639228 19
20639332 20639749 13
20639834 20641864 35
20641953 20642207 34
20642283 20645883 1
20645972 20646562 2
20646623 20668435 24
20668571 20668892 7
20669004 20682102 24
20682314 20682528 4
20682632 20683208 13
20683298 20683503 4
20683564 20683907 7
20683985 20684286 4
20684353 20684811 2
20684898 20685171 4
20685232 20686092 3
20686180 20686471 5
20686538 20686870 15
20686949 20688724 1
20688878 20689058 4
20689129 20691277 35
20691341 20694467 19
20694587 20694822 4
20694894 20697733 1
20697882 20698217 34
20698334 20698584 4
20698661 20699250 7
20699352 20699626 4
20699700 20700232 13
20700296 20710449 24
20710588 20711015 13
20711097 20721274 19
20721346 20723913 35
20724006 20724475 2
20724579 20732562 19
20732669 20733133 13
20733216 20741716 19
20741716 20745316 1
20745384 20745697 2
20745790 20772229 24
20772440 20773051 3
20773223 20773719 13
20773821 20774016 4
20774111 20774429 2
20774522 20775109 7
20775185 20775410 4
20775507 20775939 15
20776016 20777250 1
20777334 20781536 19
20781700 20782004 34
20782082 20785011 1
20785153 20785404 34
20785499 20790895 19
20790972 20801650 24
20801717 20809184 19
20809184 20812784 1
20812946 20813290 4
20813386 20816173 19
20816248 20816569 2
20816688 20836361 24
20836513 20836882 7
20836955 20837203 4
20837301 20852551 24
20852770 20853005 4
20853089 20853599 13
20853656 20853992 7
20854078 20855094 3
20855168 20855315 5
20855389 20855911 2
20855996 20856299 4
20856390 20856895 15
20856974 20858434 1
20858601 20858831 4
20858907 20859459 14
20859553 20859985 7
20860053 20860275 4
20860359 20860913 13
20861001 20861310 7
20861377 20861616 4
20861724 20865303 35
20865381 20870302 19
20870408 20874673 19
20874772 20875142 7
20875213 20875536 4
20875653 20878576 1
20878660 20889416 24
20889480 20899675 19
20899675 20903275 1
20903362 20903872 2
20903945 20930131 24
20930251 20930587 7
20930701 20939335 24
20939573 20939811 4
20939883 20940454 13
20940551 20941136 2
20941261 20941487 4
20941583 20941895 7
20942068 20942934 3
20943020 20943280 5
20943376 20943694 15
20943786 20945538 1
20945682 20945950 4
20946036 20946531 7
20946645 20946944 4
20947047 20949514 19
20949589 20954794 19
20954892 20955304 7
20955374 20955594 4
20955676 20958532 1
20958532 20958721 4
20958784 20959167 13
20959260 20962969 19
20963048 20972048 24
20972109 20977274 19
20977367 20977549 34
20977662 20977978 4
20978095 20981695 1
20981833 20982054 4
20982139 20984954 19
20985034 20985569 13
20985659 20990698 19
20990782 20991285 2
20991393 21018714 24
21018883 21019415 7
21019504 21027002 24
21027259 21028287 3
21028454 21028823 2
21028903 21029245 13
21029310 21029593 4
21029688 21030285 7
21030348 21030531 4
21030630 21031060 15
21031180 21032489 1
21032667 21032959 4
21033051 21033469 13
21033549 21035613 35
21035699 21040113 19
21040255 21040551 34
21040671 21043764 1
21043887 21044071 34
21044150 21044456 4
21044525 21045062 13
21045152 21050328 19
21050398 21060773 24
21060851 21068744 19
21068744 21072344 1
21072495 21072764 4
21072876 21073381 7
21073467 21073813 4
21073925 21078661 19
21078724 21079252 2
21079357 21095191 24
21095339 21095913 7
21096031 21114698 24
21114950 21115233 4
21115318 21116029 3
21116206 21116526 2
21116704 21117008 13
21117115 21117466 4
21117549 21118103 7
21118206 21118413 4
21118526 21118874 15
21118973 21120477 1
21120650 21120940 4
21121026 21121524 6
21121603 21127088 33
21127158 21130804 19
21130878 21131181 7
21131271 21131579 4
21131688 21135212 19
21135302 21135523 4
21135597 21137546 1
21137609 21148252 24
21148317 21153992 19
21154071 21156310 35
21156371 21156578 34
21156652 21160252 1
21160387 21160680 4
21160751 21161279 13
21161357 21161673 2
21161791 21180811 24
21180978 21181524 7
21181626 21197299 24
21197496 21197752 4
21197831 21198258 2
21198368 21198781 13
21198840 21199371 7
21199456 21199699 4
21199807 21200665 3
21200745 21200886 5
21200956 21201301 15
21201395 21203073 1
21203209 21203452 4
21203566 21206009 19
21206129 21208811 35
21208887 21213556 19
21213652 21217587 19
21217689 21218105 7
21218167 21218472 13
21218590 21223504 19
21223580 21223778 34
21223860 21227219 1
21227287 21237320 24
21237383 21242225 19
21242225 21245825 1
21245958 21246423 13
21246539 21248964 19
21249047 21249641 2
21249720 21274731 24
21274902 21275427 7
21275490 21284868 24
21285127 21285949 3
21286109 21286433 13
21286543 21286868 2
21286980 21287528 7
21287611 21287799 4
21287911 21288405 15
21288472 21290228 1
21290404 21290663 4
21290767 21294112 19
21294179 21299398 19
21299530 21299743 34
21299838 21300394 7
21300460 21300655 4
21300763 21302967 1
21303120 21303459 34
21303575 21303980 7
21304074 21304299 4
21304378 21304812 13
21304888 21314864 24
21315025 21315471 7
21315554 21315767 4
21315843 21319222 19
21319222 21322822 1
21322992 21323325 4
21323412 21326055 19
21326152 21328805 35
21328872 21335533 19
21335620 21336069 2
21336152 21364785 24
21364933 21365301 7
21365412 21365694 4
21365795 21371879 24
21372085 21372341 4
21372431 21372894 7
21373009 21373232 4
21373339 21373676 2
21373789 21374124 4
21374193 21374667 13
21374734 21374999 4
21375062 21375461 15
21375570 21377118 1
21377287 21379824 19
21379911 21380272 14
21380351 21380570 4
21380658 21385540 19
21385615 21385851 4
21385962 21389931 19
21390042 21390577 13
21390660 21395554 19
21395662 21396023 7
21396126 21396321 4
21396398 21399153 1
21399240 21409561 24
21409647 21417399 19
21417478 21417896 2
21417980 21420601 35
21420701 21421064 7
21421165 21421464 4
21421546 21422010 13
21422087 21431104 19
21431204 21431493 34
21431562 21435162 1
21435250 21435710 2
21435774 21456388 24
21456619 21457427 3
21457554 21457995 7
21458066 21458394 4
21458463 21458964 13
21459045 21459374 2
21459457 21459649 4
21459733 21460040 15
21460119 21461833 1
21461947 21462509 7
21462617 21462897 4
21463012 21465540 19
21465656 21466131 7
21466212 21466484 4
21466553 21469332 19
21469404 21472791 19
21472921 21473172 34
21473276 21476855 1
21476855 21477097 4
21477215 21481559 19
21481623 21491658 24
21491733 21493730 19
21493822 21494276 2
21494345 21497678 35
21497759 21499943 19
21499943 21503543 1
21503693 21504205 13
21504297 21510781 19
21510870 21511224 2
21511334 21535391 24
21535522 21535862 7
21535960 21546252 24
21546508 21546762 4
21546833 21547313 13
21547375 21547731 4
21547829 21548210 2
21548359 21548890 7
21549061 21550110 3
21550201 21550479 5
21550577 21550974 15
21551082 21552811 1
21552942 21553313 7
21553389 21558526 19
21558613 21558943 4
21559044 21564103 19
21564180 21564751 7
21564823 21565040 4
21565124 21567072 1
21567153 21577313 24
21577396 21580958 19
21580958 21584558 1
21584695 21584968 34
21585079 21585426 4
21585510 21587592 35
21587710 21587938 34
21588055 21588581 7
21588675 21588858 4
21588967 21589327 13
21589445 21591836 19
21591943 21592408 2
21592501 21593059 13
21593129 21593493 2
21593602 21617208 24
21617348 21617716 7
21617777 21617977 4
21618074 21628726 24
21628872 21629471 7
21629671 21629900 4
21629975 21630303 7
21630420 21631434 3
21631552 21631767 5
21631861 21632196 13
21632306 21632585 4
21632701 21633297 2
21633382 21633669 4
21633742 21634150 15
21634247 21635845 1
21635991 21636248 4
21636340 21636902 13
21636990 21639717 35
21639791 21643258 19
21643379 21643621 34
21643690 21647201 1
21647372 21647671 34
21647771 21647967 4
21648086 21648457 7
21648572 21648773 4
21648853 21652995 19
21653083 21662144 24
21662223 21671340 19
21671452 21673682 35
21673745 21677345 1
21677467 21677798 34
21677913 21678262 4
21678327 21681807 19
21681894 21682452 2
21682527 21709612 24
21709750 21710191 7
21710273 21718070 24
21718251 21719437 3
21719570 21719912 7
21720015 21720201 4
21720290 21720881 13
21720953 21721319 2
21721454 21721645 4
21721723 21722226 15
21722297 21724012 1
21724133 21724731 7
21724840 21725146 4
21725223 21730776 33
21730837 21734320 19
21734406 21734693 4
21734803 21737317 1
21737400 21746487 24
21746562 21746778 4
21746882 21747348 13
21747427 21747611 4
21747699 21751256 19
21751325 21751692 7
21751799 21752043 4
21752106 21753985 35
21754080 21761870 19
21761942 21764342 35
21764454 21764791 13
21764856 21771568 19
21771568 21775168 1
21775251 21775588 2
21775698 21795007 24
21795180 21795749 7
21795841 21796104 4
21796212 21811352 24
21811543 21812605 3
21812723 21812978 5
21813075 21813515 7
21813600 21813905 4
21813967 21814565 13
21814665 21814951 4
21815035 21815513 2
21815601 21815863 4
21815965 21816486 15
21816585 21818338 1
21818419 21821822 19
21821928 21825766 19
21825849 21826397 7
21826466 21826661 4
21826779 21829162 1
21829239 21839805 24
21839878 21846975 19
21847037 21847365 7
21847464 21847673 4
21847754 21851301 35
21851371 21853395 19
21853486 21854029 7
21854135 21854446 4
21854564 21861693 19
21861765 21865239 35
21865353 21865882 2
21865882 21869482 1
21869546 21869861 2
21869930 21885114 24
21885262 21885623 7
21885729 21905291 24
21905524 21906352 3
21906472 21906640 5
21906757 21907137 13
21907181 21907682 7
21907788 21908046 4
21908125 21908586 2
21908691 21908966 4
21909046 21909434 15
21909505 21911080 1
21911160 21916246 19
21916368 21916592 34
21916676 21917006 7
21917112 21917410 4
21917479 21920584 1
21920654 21930375 24
21930457 21935903 19
21935978 21936359 13
21936453 21943576 19
21943576 21947176 1
21947258 21947687 2
21947777 21975253 24
21975479 21975733 4
21975810 21976206 7
21976292 21976544 4
21976625 21977043 13
21977132 21977758 3
21977874 21978106 5
21978213 21978805 2
21978918 21979176 4
21979249 21979779 15
21979848 21981141 1
21981270 21981595 4
21981671 21982149 14
21982220 21985497 19
21985565 21989363 19
21989438 21989641 4
21989707 21992539 1
21992539 21992887 4
21992996 21993331 34
21993399 21993751 4
21993817 21994349 13
21994460 21999613 19
21999693 22009457 24
22009530 22015469 19
22015547 22016089 2
22016200 22021775 19
22021775 22025375 1
22025454 22025847 2
22025929 22052612 24
22052773 22053158 7
22053252 22061520 24
22061714 22062892 3
22062998 22063226 5
22063331 22063681 13
22063737 22064239 7
22064337 22064542 4
22064648 22065062 2
22065165 22065521 4
22065610 22066023 15
22066090 22067703 1
22067846 22068365 13
22068479 22070739 35
22070824 22073996 19
22074059 22078457 19
22078559 22078891 4
22078975 22082818 19
22082887 22083116 4
22083228 22085386 1
22085447 22094655 24
22094722 22104863 19
22104863 22108463 1
22108606 22108849 4
22108949 22116414 19
22116491 22116994 2
22117062 22135961 24
22136102 22136551 7
22136668 22151995 24
22152197 22153365 3
22153471 22153748 5
22153846 22154352 7
22154432 22154788 4
22154896 22155458 13
22155574 22155795 4
22155905 22156278 2
22156424 22156629 4
22156696 22157162 15
22157271 22158837 1
22158906 22163090 19
22163160 22163463 4
22163583 22167428 19
22167491 22167925 13
22167998 22168257 34
22168330 22168530 4
22168611 22172135 1
22172218 22182532 24
22182611 22188443 19
22188508 22188957 2
22188957 22192557 1
22192725 22193026 7
22193093 22193443 4
22193506 22196369 35
22196438 22200649 19
22200732 22201257 2
22201350 22223674 24
22223828 22224140 7
22224214 22236282 24
22236510 22237166 3
22237228 22237435 5
22237495 22237999 7
22238079 22238307 4
22238380 22238899 13
22239008 22239253 4
22239345 22239812 2
22239926 22240123 4
22240205 22240613 15
22240696 22242005 1
22242177 22245665 19
22245744 22249363 19
22249446 22249756 4
22249822 22251924 1
22252046 22252360 34
22252439 22252733 4
22252835 22253408 13
22253487 22253839 4
22253902 22254243 34
22254345 22254598 4
22254705 22258250 19
22258318 22268962 24
22269024 22278010 19
22278091 22278297 34
22278405 22282005 1
22282168 22282475 4
22282535 22285323 35
22285385 22285749 2
22285864 22301020 24
22301162 22301758 7
22301843 22302088 4
22302189 22321806 24
22322030 22322297 4
22322408 22322842 7
22322909 22323247 4
22323315 22324261 3
22324386 22324976 2
22325104 22325491 13
22325587 22325889 4
22325997 22326407 15
22326491 22327994 1
22328124 22328383 4
22328488 22328954 2
22329020 22334535 33
22334617 22338402 19
22338476 22342207 19
22342293 22342594 4
22342707 22344678 1
22344750 22354982 24
22355047 22363855 19
22363855 22367455 1
22367615 22367914 34
22368011 22368219 4
22368322 22371494 35
22371575 22372021 2
22372126 22398013 24
22398158 22398613 7
22398724 22398911 4
22399013 22408004 24
22408214 22408427 4
22408524 22409106 2
22409176 22409544 13
22409657 22409994 4
22410094 22410795 3
22410904 22411250 5
22411357 22411850 7
22411912 22412168 4
22412239 22412548 15
22412615 22414168 1
22414294 22414582 4
22414679 22417732 19
22417808 22422351 19
22422454 22422696 4
22422781 22425101 1
22425261 22425610 34
22425685 22426006 13
22426113 22426375 34
22426453 22426741 4
22426803 22431466 19
22431534 22440611 24
22440680 22443319 19
22443396 22443712 7
22443712 22445948 19
22446042 22446527 2
22446527 22450127 1
22450291 22450614 7
22450614 22454515 19
22454630 22454947 2
22455052 22457490 35
22457577 22458164 2
22458242 22481727 24
22481857 22482315 7
22482405 22493213 24
22493428 22493781 4
22493867 22494370 2
22494450 22494756 7
22494839 22495700 3
22495820 22496298 13
22496391 22496633 4
22496749 22497284 15
22497362 22498928 1
22499064 22499325 4
22499399 22499703 13
22499817 22502848 19
22502916 22505294 35
22505361 22508891 19
22509018 22509328 34
22509413 22513967 19
22514039 22514284 34
22514355 22516594 1
22516669 22526984 24
22527057 22532426 19
22532426 22536026 1
22536179 22536407 4
22536523 22540184 19
22540273 22540551 34
22540626 22541006 13
22541068 22543825 35
22543891 22544279 2
22544380 22568657 24
22568792 22569100 7
22569184 22569420 4
22569530 22579862 24
22580122 22580337 4
22580400 22580792 13
22580879 22581217 2
22581294 22581536 4
22581617 22582126 7
22582227 22583209 3
22583291 22583562 5
22583646 22584160 15
22584276 22585886 1
22586018 22589521 19
22589594 22589984 13
22590058 22590448 7
22590524 22593781 19
22593879 22594213 4
22594275 22596698 1
22596848 22597157 34
22597242 22597489 4
22597568 22597967 13
22598043 22598389 4
22598458 22601492 19
22601577 22611556 24
22611626 22612033 13
22612099 22619698 19
22619783 22620015 34
22620104 22623704 1
22623837 22624112 34
22624176 22624450 4
22624545 22633194 19
22633281 22633847 2
22633932 22653795 24
22653934 22654439 7
22654508 22669149 24
22669363 22670536 3
22670661 22671072 7
22671158 22671375 4
22671463 22672059 2
22672139 22672690 13
22672796 22673110 4
22673171 22673722 15
22673811 22675466 1
22675611 22675873 4
22675985 22679276 35
22679355 22684543 19
22684620 22684801 4
22684893 22687011 1
22687011 22687307 4
22687395 22696859 24
22696932 22697119 4
22697194 22697661 13
22697756 22698044 4
22698105 22707789 19
22707789 22711389 1
22711539 22711834 34
22711895 22712233 7
22712305 22712625 4
22712696 22715271 35
22715371 22715673 13
22715772 22720769 19
22720842 22721390 2
22721470 22746784 24
22746906 22747251 7
22747332 22756522 24
22756713 22757837 3
22757984 22758358 2
22758499 22758684 4
22758746 22759274 7
22759367 22759726 4
22759834 22760388 13
22760477 22760801 4
22760914 22761416 15
22761531 22763275 1
22763356 22767437 19
22767517 22767804 4
22767921 22770077 1
22770077 22770311 4
22770414 22775800 19
22775880 22786084 24
22786149 22794197 19
22794197 22797797 1
22797919 22798176 34
22798264 22798481 4
22798549 22801631 35
22801749 22804702 19
22804771 22805318 2
22805425 22828510 24
22828648 22829226 7
22829332 22829513 4
22829625 22840813 24
22841027 22842060 3
22842205 22842759 13
22842811 22843324 7
22843394 22843619 4
22843701 22844235 2
22844320 22844581 4
22844668 22845232 15
22845324 22846955 1
22847084 22847354 4
22847468 22847942 7
22848022 22848274 4
22848359 22851369 19
22851456 22856588 19
22856693 22856919 4
22857011 22859995 1
22860147 22860382 34
22860461 22869478 24
22869578 22869906 7
22870020 22870371 4
22870445 22870934 13
22871011 22880067 19
22880067 22883667 1
22883827 22884330 7
22884413 22884649 4
22884726 22886950 35
22887062 22887514 2
22887575 22889448 35
22889532 22890006 2
22890068 22910807 24
22910972 22911276 7
22911345 22911668 4
22911756 22925572 24
22925798 22926017 4
22926092 22926632 13
22926744 22927256 2
22927414 22927784 7
22927899 22928232 4
22928306 22929176 3
22929284 22929607 5
22929720 22930170 15
22930231 22931949 1
22932114 22932472 4
22932568 22933164 2
22933238 22933595 7
22933668 22933903 4
22933986 22934553 6
22934631 22940285 33
22940375 22945272 19
22945341 22945522 4
22945586 22948747 1
22948827 22957980 24
22958050 22962903 19
22962903 22966503 1
22966631 22966884 4
22967001 22969658 35
22969730 22970195 2
22970265 22972971 35
22973080 22973496 7
22973599 22973955 4
22974056 22977178 35
22977245 22977842 2
22977935 23005660 24
23005784 23006247 7
23006347 23013699 24
23013944 23014174 4
23014281 23014668 2
23014785 23015264 13
23015340 23015528 4
23015628 23016190 7
23016287 23016608 4
23016675 23017475 3
23017537 23017838 5
23017906 23018408 15
23018493 23019936 1
23020113 23020399 4
23020466 23021001 13
23021104 23023117 19
23023181 23028560 19
23028662 23028953 4
23029014 23029581 13
23029694 23029898 4
23029964 23033232 1
23033310 23042771 24
23042935 23043158 4
23043249 23043665 13
23043749 23053603 19
23053603 23057203 1
23057336 23057842 13
23057958 23060942 35
23061034 23061436 13
23061533 23069390 19
23069455 23069938 2
23070016 23087420 24
23087599 23088108 7
23088216 23105737 24
23105984 23106857 3
23106934 23107061 5
23107166 23107651 13
23107675 23108231 7
23108294 23108526 4
23108639 23109001 2
23109094 23109331 4
23109404 23109848 15
23109947 23111695 1
23111780 23117174 19
23117247 23120797 19
23120908 23121314 13
23121401 23125508 19
23125568 23128589 1
23128655 23138451 24
23138535 23146987 19
23147104 23147447 7
23147553 23147751 4
23147833 23153879 19
23153983 23154216 34
23154309 23154590 4
23154672 23156663 35
23156753 23160353 1
23160429 23160872 2
23160942 23188968 24
23189182 23189448 4
23189532 23190350 3
23190504 23190908 2
23190969 23191452 7
23191552 23191885 4
23191998 23192398 13
23192507 23192814 4
23192911 23193432 15
23193532 23194743 1
23194907 23195375 14
23195460 23200162 19
23200319 23200645 34
23200764 23200960 4
23201031 23201309 34
23201424 23201863 13
23201940 23205015 19
23205108 23205581 7
23205658 23205884 4
23205997 23209543 1
23209605 23219634 24
23219701 23223406 19
23223513 23224030 7
23224130 23224371 4
23224483 23227775 35
23227851 23228146 34
23228234 23231834 1
23232007 23239030 19
23239097 23239612 2
23239697 23260293 24
23260453 23260841 7
23260903 23274848 24
23275053 23275249 4
23275346 23275747 13
23275829 23276186 4
23276267 23276774 2
23276894 23277250 4
23277360 23278530 3
23278613 23278885 5
23278979 23279292 15
23279361 23280686 1
23280826 23281111 4
23281229 23281819 14
23281892 23285805 19
23285914 23286228 4
23286303 23289588 1
23289715 23290024 34
23290142 23290620 13
23290738 23295098 19
23295160 23304252 24
23304338 23314080 19
23314195 23316678 35
23316749 23317347 7
23317408 23317664 4
23317763 23320319 35
23320383 23320790 13
23320906 23323504 35
23323586 23325821 19
23325821 23329421 1
23329492 23330030 2
23330144 23346364 24
23346486 23347079 7
23347147 23347374 4
23347472 23365110 24
23365290 23365779 7
23365901 23366250 4
23366375 23372857 19
23372940 23378549 19
23378669 23378882 4
23379049 23382496 1
23382568 23392367 24
23392429 23395062 19
23395241 23395640 7
23395777 23396076 4
23396218 23399818 1
23399958 23400166 4
23400303 23400793 13
23400970 23410562 19
23410623 23411174 2
23411241 23429794 24
23429921 23430467 7
23430568 23430823 4
23430917 23446870 24
23447094 23447513 2
23447643 23448053 7
23448220 23448497 4
23448664 23449034 13
23449159 23454988 19
23455078 23460908 19
23461041 23461372 4
23461530 23464701 1
23464846 23465049 4
23465128 23475685 24
23475760 23483178 19
23483352 23486952 1
23487102 23487435 4
23487590 23496198 19
23496282 23496679 2
23496761 23521452 24
23521593 23521930 7
23522005 23522266 4
23522380 23532609 24
23532863 23533234 2
23533374 23533923 7
23534058 23534273 4
23534395 23534932 13
23535103 23540654 35
23540723 23545181 19
23545358 23545832 7
23545975 23546224 4
23546355 23549238 1
23549364 23549546 4
23549719 23555486 19
23555547 23565677 24
23565745 23575580 19
23575724 23579324 1
23579460 23579920 7
23580062 23580245 4
23580331 23580666 2
23580733 23597586 24
23597730 23598060 7
23598165 23598479 4
23598551 23616349 24
23616604 23617198 7
23617339 23617644 4
23617824 23623320 35
23623400 23630127 19
23630188 23636005 19
23636131 23636322 4
23636471 23639202 1
23639269 23648436 24
23648504 23655763 19
23655936 23659536 1
23659702 23659892 4
23660032 23660474 13
23660612 23662558 35
23662733 23667968 19
23668058 23668467 2
23668565 23696123 24
23696301 23696645 7
23696718 23703457 24
23703663 23704038 7
23704189 23704485 4
23704625 23711547 35
23711637 23718387 19
23718453 23722942 19
23723081 23723494 7
23723647 23723916 4
23724050 23727368 1
23727435 23737085 24
23737169 23745888 19
23746055 23749655 1
23749810 23750357 13
23750524 23752914 19
23752976 23753570 2
23753687 23779013 24
23779192 23779678 7
23779780 23780044 4
23780115 23789287 24
23789469 23789894 2
23790059 23790452 7
23790602 23790840 4
23790967 23796757 35
23796882 23803621 19
23803687 23810846 19
23811023 23811322 4
23811464 23814389 1
23814458 23824340 24
23824407 23827811 19
23827984 23831584 1
23831722 23832030 4
23832209 23840406 19
23840479 23840848 2
23840946 23860947 24
23861078 23861498 7
23861584 23861930 4
23862002 23876975 24
23877208 23877763 7
23877931 23878286 4
23878427 23878758 13
23878937 23885648 19
23885801 23891797 35
23891863 23899056 19
23899231 23899524 4
23899669 23901936 1
23901999 23911616 24
23911694 23922154 19
23922289 23925889 1
23925956 23926359 2
23926452 23945525 24
23945659 23946203 7
23946293 23961631 24
23961875 23962295 2
23962456 23962812 7
23962966 23963276 4
23963401 23969697 19
23969823 23975669 35
23975755 23979705 19
23979859 23980082 4
23980228 23982097 1
23982263 23982524 4
23982678 23982979 13
23983127 23989088 19
23989172 23998905 24
23998988 24006927 19
24007055 24010655 1
24010781 24011210 7
24011377 24011725 4
24011855 24012198 13
24012285 24012716 2
24012824 24038510 24
24038638 24038978 7
24039070 24039298 4
24039404 24048713 24
24048965 24049466 2
24049632 24050153 7
24050292 24050507 4
24050672 24057453 35
24057539 24063572 19
24063648 24070782 19
24070915 24071268 4
24071401 24074135 1
24074204 24083208 24
24083287 24089960 19
24090091 24093691 1
24093855 24094158 4
24094294 24097471 35
24097612 24107852 19
24107927 24108310 2
24108416 24125880 24
24126033 24126531 7
24126647 24144170 24
24144393 24144693 2
24144814 24145283 7
24145348 24150707 19
24150863 24151221 4
24151371 24154670 1
24154802 24155029 4
24155150 24155648 13
24155772 24160995 19
24161071 24170477 24
24170541 24172517 19
24172639 24176239 1
24176397 24176797 13
24176974 24182374 19
24182522 24183041 7
24183169 24183487 4
24183614 24188882 19
24188944 24189349 2
24189449 24207487 24
24207654 24207979 7
24208082 24225105 24
24225369 24225869 2
24226001 24226579 7
24226715 24226936 4
24227076 24232614 19
24232697 24237744 19
24237876 24238173 4
24238332 24245040 19
24245214 24247088 1
24247157 24256771 24
24256857 24265536 19
24265688 24269288 1
24269447 24269762 4
24269889 24272224 35
24272302 24272777 2
24272873 24292434 24
24292563 24292980 7
24293079 24293375 4
24293441 24308261 24
24308485 24308805 2
24308927 24309445 7
24309601 24309841 4
24310015 24316199 19
24316340 24322394 35
24322462 24326196 19
24326341 24326873 7
24327012 24327340 4
24327484 24331039 1
24331111 24341833 24
24341918 24344965 19
24345128 24345506 13
24345648 24351395 19
24351545 24355145 1
24355268 24355552 4
24355688 24364097 19
24364173 24364519 2
24364587 24380511 24
24380649 24381212 7
24381285 24381632 4
24381752 24400619 24
24400851 24401255 2
24401414 24401911 7
24402049 24402262 4
24402405 24409229 19
24409317 24414995 19
24415154 24415341 4
24415508 24417379 1
24417465 24427032 24
24427097 24431041 19
24431206 24434806 1
24434957 24435224 4
24435349 24442722 19
24442873 24443297 7
24443473 24443783 4
24443945 24446287 35
24446375 24446733 2
24446814 24465780 24
24465902 24466228 7
24466337 24466593 4
24466673 24482055 24
24482250 24482619 2
24482750 24483332 7
24483510 24483791 4
24483911 24490841 19
24490917 24496796 19
24496922 24497297 7
24497463 24497769 4
24497948 24500141 1
24500280 24500523 4
24500674 24505607 19
24505679 24514940 24
24515018 24523545 19
24523668 24527268 1
24527442 24527759 4
24527902 24528405 13
24528555 24531062 35
24531146 24531611 2
24531699 24550528 24
24550670 24551112 7
24551186 24551387 4
24551463 24567290 24
24567533 24568017 2
24568169 24568687 7
24568823 24569106 4
24569262 24576341 19
24576483 24582796 35
24582871 24589060 19
24589235 24589500 4
24589672 24596222 19
24596348 24598270 1
24598347 24609002 24
24609090 24619225 19
24619392 24622992 1
24623070 24623512 2
24623594 24639554 24
24639719 24640156 7
24640261 24640524 4
24640613 24659224 24
24659428 24659742 7
24659890 24660152 4
24660325 24666294 35
24666363 24670587 19
24670760 24671026 4
24671179 24674584 1
24674660 24684007 24
24684178 24684505 7
24684608 24684820 4
24684894 24685411 13
24685498 24692034 19
24692154 24695754 1
24695900 24696249 4
24696384 24699855 35
24699985 24709333 19
24709406 24709985 2
24710047 24735561 24
24735726 24736267 7
24736361 24736580 4
24736683 24745674 24
24745911 24746437 7
24746600 24746874 4
24747001 24754036 19
24754106 24760149 19
24760327 24760599 4
24760762 24763163 1
24763249 24772898 24
24772988 24781186 19
24781319 24784919 1
24785082 24785312 4
24785466 24788054 35
24788197 24796794 19
24796858 24797326 2
24797418 24822459 24
24822582 24823029 7
24823100 24832970 24
24833190 24833636 2
24833811 24834397 7
24834559 24834846 4
24834967 24841695 35
24841758 24848100 19
24848280 24848507 4
24848657 24851774 1
24851859 24862273 24
24862348 24870610 19
24870755 24874355 1
24874479 24874823 13
24874995 24877469 35
24877559 24878132 2
24878203 24893184 24
24893309 24893787 7
24893901 24913204 24
24913471 24914037 7
24914209 24914545 4
24914699 24921258 19
24921392 24927385 35
24927464 24934231 19
24934368 24934581 4
24934711 24936540 1
24936623 24945812 24
24945896 24956125 19
24956292 24959892 1
24960045 24960298 4
24960438 24969110 19
24969199 24969677 2
24969790 24998153 24
24998310 24998858 7
24999076 24999407 2
24999528 24999845 7
24999984 25000170 4
25000336 25007290 19
25007456 25014394 35
25014480 25020746 19
25020917 25021193 4
25021350 25024749 1
25024835 25034801 24
25034865 25044314 19
25044480 25048080 1
25048219 25048406 4
25048540 25049093 13
25049163 25049620 2
25049714 25075324 24
25075445 25075750 7
25075855 25084472 24
25084647 25085154 7
25085354 25085886 7
25086011 25086262 4
25086430 25086841 13
25087000 25093720 35
25093882 25094249 7
25094393 25094732 4
25094875 25100754 19
25100815 25106678 19
25106804 25107078 4
25107217 25109548 1
25109634 25119117 24
25119189 25126560 19
25126686 25130286 1
25130436 25130672 4
25130804 25131296 13
25131453 25138091 19
25138166 25138522 2
25138628 25162018 24
25162180 25162599 7
25162668 25162945 4
25163038 25174205 24
25174423 25174864 2
25175016 25175487 7
25175609 25175936 4
25176100 25183218 19
25183290 25187519 19
25187652 25187878 4
25188030 25190165 1
25190296 25190606 4
25190736 25191288 13
25191413 25198395 19
